Config, run1, run2, run3, run4, run5, M, N, R, operation
native_scalar, 0.00328318, 0.00486387, 0.00320085, 0.00331187, 0.00337109, 500, 500, 500, 4
native_scalar, 0.0124445, 0.012053, 0.0126304, 0.0131161, 0.011989, 1000, 1000, 1000, 4
native_scalar, 0.0493734, 0.0463736, 0.046161, 0.0458995, 0.0477694, 2000, 2000, 2000, 4
native_scalar, 0.210399, 0.204258, 0.205674, 0.212619, 0.205826, 4000, 4000, 4000, 4
native_transpose, 0.000118627, 0.000148919, 0.000131615, 0.000132115, 0.000135613, 100, 100, 100, 5
native_transpose, 0.00333297, 0.00347369, 0.00343321, 0.00313579, 0.00310683, 500, 500, 500, 5
native_transpose, 0.0145758, 0.0132672, 0.0142413, 0.0140214, 0.0147906, 1000, 1000, 1000, 5
native_transpose, 0.050338, 0.0488586, 0.0763811, 0.0507666, 0.0503163, 2000, 2000, 2000, 5
native_transpose, 0.268393, 0.280022, 0.257762, 0.25662, 0.254792, 4000, 4000, 4000, 5
native_sub_mul, 0.000337138, 0.000310117, 0.000590993, 0.000339407, 0.000341998, 100, 100, 100, 6
native_sub_mul, 0.00843367, 0.00857742, 0.00834512, 0.00860937, 0.00880988, 500, 500, 500, 6
native_sub_mul, 0.0308024, 0.0313822, 0.0308482, 0.0315273, 0.0302157, 1000, 1000, 1000, 6
native_sub_mul, 0.131328, 0.132956, 0.150955, 0.13693, 0.132492, 2000, 2000, 2000, 6
native_sub_mul, 0.659887, 0.526048, 0.526629, 0.518761, 0.522497, 4000, 4000, 4000, 6
fO3_add, 2.4611e-05, 2.4678e-05, 2.5267e-05, 2.5332e-05, 2.3375e-05, 100, 100, 100, 1
fO3_add, 0.000773096, 0.000765623, 0.000738406, 0.000750495, 0.0007769, 500, 500, 500, 1
fO3_add, 0.00216695, 0.00264902, 0.00220462, 0.00238947, 0.0024843, 1000, 1000, 1000, 1
fO3_add, 0.0102521, 0.0155611, 0.0152014, 0.0157562, 0.0161611, 2000, 2000, 2000, 1
fO3_add, 0.060489, 0.0580555, 0.0597116, 0.0586692, 0.0606907, 4000, 4000, 4000, 1
fO3_sub, 2.3903e-05, 3.3014e-05, 2.6082e-05, 2.578e-05, 2.3161e-05, 100, 100, 100, 2
fO3_sub, 0.000860428, 0.000807779, 0.000733859, 0.000750865, 0.000755044, 500, 500, 500, 2
fO3_sub, 0.00308873, 0.00213717, 0.00226637, 0.00231181, 0.00219839, 1000, 1000, 1000, 2
fO3_sub, 0.0105386, 0.0125529, 0.0122334, 0.0130161, 0.0132822, 2000, 2000, 2000, 2
fO3_sub, 0.059142, 0.0618514, 0.0622955, 0.0655424, 0.0613165, 4000, 4000, 4000, 2
fO3_matmul, 0.00039118, 0.000389488, 0.000430693, 0.000420664, 0.000404984, 100, 100, 100, 3
fO3_matmul, 0.0616177, 0.0637287, 0.0570745, 0.0608479, 0.058859, 500, 500, 500, 3
fO3_scalar, 3.5222e-05, 2.3465e-05, 2.3321e-05, 2.4752e-05, 2.441e-05, 100, 100, 100, 4
fO3_scalar, 0.000825919, 0.000869242, 0.000723959, 0.000715425, 0.00127118, 500, 500, 500, 4
fO3_scalar, 0.00207243, 0.00211043, 0.0024206, 0.00200673, 0.00201596, 1000, 1000, 1000, 4
fO3_scalar, 0.00725434, 0.00626216, 0.00725304, 0.00710384, 0.00630167, 2000, 2000, 2000, 4
fO3_scalar, 0.0584794, 0.0576584, 0.0573711, 0.0574046, 0.0579416, 4000, 4000, 4000, 4
fO3_transpose, 3.1457e-05, 3.1682e-05, 2.9114e-05, 3.1168e-05, 3.0365e-05, 100, 100, 100, 5
fO3_transpose, 0.000836414, 0.000822017, 0.000893748, 0.000890829, 0.000800342, 500, 500, 500, 5
fO3_transpose, 0.00368486, 0.0030795, 0.00323591, 0.00397628, 0.00308104, 1000, 1000, 1000, 5
fO3_transpose, 0.013253, 0.0126633, 0.0131777, 0.0139887, 0.0135337, 2000, 2000, 2000, 5
fO3_transpose, 0.128456, 0.13362, 0.125245, 0.125416, 0.124902, 4000, 4000, 4000, 5
fO3_sub_mul, 5.3425e-05, 5.6896e-05, 5.8549e-05, 5.5742e-05, 6.1111e-05, 100, 100, 100, 6
fO3_sub_mul, 0.00209117, 0.0020739, 0.00190938, 0.00209736, 0.00183305, 500, 500, 500, 6
fO3_sub_mul, 0.00541258, 0.00504945, 0.00524735, 0.00546224, 0.005828, 1000, 1000, 1000, 6
fO3_sub_mul, 0.0342397, 0.0356445, 0.033294, 0.0371241, 0.0340807, 2000, 2000, 2000, 6
fO3_sub_mul, 0.133065, 0.132462, 0.135402, 0.141254, 0.133111, 4000, 4000, 4000, 6
fO3native_add, 3.2432e-05, 2.4339e-05, 2.5559e-05, 2.5383e-05, 2.6915e-05, 100, 100, 100, 1
fO3native_add, 0.000836504, 0.000965783, 0.00100313, 0.000835853, 0.0008238, 500, 500, 500, 1
fO3native_add, 0.00248397, 0.00233138, 0.0025601, 0.00270592, 0.00287095, 1000, 1000, 1000, 1
fO3native_add, 0.0140298, 0.0158774, 0.0132422, 0.0157892, 0.0145316, 2000, 2000, 2000, 1
fO3native_add, 0.0596834, 0.0609631, 0.0596616, 0.0605161, 0.05989, 4000, 4000, 4000, 1
fO3native_sub, 2.5799e-05, 3.1491e-05, 2.3448e-05, 2.5401e-05, 2.6016e-05, 100, 100, 100, 2
fO3native_sub, 0.000822116, 0.000720729, 0.000763019, 0.000744778, 0.000731703, 500, 500, 500, 2
fO3native_sub, 0.00230564, 0.00216404, 0.00285872, 0.00267316, 0.00246172, 1000, 1000, 1000, 2
fO3native_sub, 0.0144211, 0.014886, 0.0151691, 0.0164128, 0.0151992, 2000, 2000, 2000, 2
fO3native_sub, 0.0552442, 0.0598119, 0.0589741, 0.0568613, 0.0619213, 4000, 4000, 4000, 2
fO3native_matmul, 0.000185586, 0.00019634, 0.000191458, 0.000192324, 0.000308025, 100, 100, 100, 3
fO3native_matmul, 0.037195, 0.0323485, 0.0275586, 0.0271935, 0.0301605, 500, 500, 500, 3
fO3native_scalar, 2.5675e-05, 2.2281e-05, 2.5438e-05, 2.2528e-05, 2.4257e-05, 100, 100, 100, 4
fO3native_scalar, 0.000696662, 0.000729752, 0.000726339, 0.000767955, 0.000812421, 500, 500, 500, 4
fO3native_scalar, 0.00198035, 0.00203356, 0.00193568, 0.00198382, 0.00195266, 1000, 1000, 1000, 4
fO3native_scalar, 0.00696036, 0.00697166, 0.0104484, 0.010299, 0.00930137, 2000, 2000, 2000, 4
fO3native_scalar, 0.0588468, 0.0585784, 0.0602601, 0.0535941, 0.05761, 4000, 4000, 4000, 4
fO3native_transpose, 3.1034e-05, 2.9483e-05, 3.1159e-05, 3.1572e-05, 3.0315e-05, 100, 100, 100, 5
fO3native_transpose, 0.000894063, 0.000859877, 0.000896081, 0.00088202, 0.00106108, 500, 500, 500, 5
fO3native_transpose, 0.00310942, 0.00384593, 0.00313878, 0.00319637, 0.00325793, 1000, 1000, 1000, 5
fO3native_transpose, 0.013557, 0.0132563, 0.0132288, 0.0142255, 0.0125884, 2000, 2000, 2000, 5
fO3native_transpose, 0.125046, 0.126992, 0.127371, 0.123565, 0.125343, 4000, 4000, 4000, 5
fO3native_sub_mul, 6.2454e-05, 5.6791e-05, 5.6562e-05, 5.1773e-05, 5.9985e-05, 100, 100, 100, 6
fO3native_sub_mul, 0.00180992, 0.00184363, 0.00171914, 0.00170864, 0.00167263, 500, 500, 500, 6
fO3native_sub_mul, 0.00547551, 0.00500523, 0.00491047, 0.00538884, 0.00541402, 1000, 1000, 1000, 6
fO3native_sub_mul, 0.0331217, 0.0327495, 0.0330107, 0.0316501, 0.0318719, 2000, 2000, 2000, 6
fO3native_sub_mul, 0.140446, 0.131922, 0.134824, 0.141912, 0.130774, 4000, 4000, 4000, 6
