Config, run1, run2, run3, run4, run5, M, N, R, operation
native_transpose, 0.00024254, 0.000204542, 0.000203833, 0.00778685, 0.000180848, 100, 100, 100, 5
native_transpose, 0.0106474, 0.0021748, 0.00218492, 0.00393531, 0.00212014, 500, 500, 500, 5
native_transpose, 0.00763883, 0.0139336, 0.00701067, 0.00966843, 0.00949889, 1000, 1000, 1000, 5
native_transpose, 0.0268626, 0.0273943, 0.0275137, 0.0294802, 0.0258306, 2000, 2000, 2000, 5
native_transpose, 0.134257, 0.149892, 0.150787, 0.141054, 0.133027, 4000, 4000, 4000, 5
native_sub_mul, 0.000373738, 0.000337723, 0.0131591, 0.00875548, 0.000348505, 100, 100, 100, 6
native_sub_mul, 0.00601591, 0.0121736, 0.00611769, 0.015182, 0.00562891, 500, 500, 500, 6
native_sub_mul, 0.0234244, 0.0250225, 0.0196213, 0.0203883, 0.0232108, 1000, 1000, 1000, 6
native_sub_mul, 0.0686782, 0.070614, 0.0687433, 0.0701556, 0.0897152, 2000, 2000, 2000, 6
native_sub_mul, 0.313332, 0.308692, 0.308961, 0.323585, 0.317297, 4000, 4000, 4000, 6
fO3_add, 0.00210334, 0.000181875, 0.000170816, 0.0016855, 0.000155485, 100, 100, 100, 1
fO3_add, 0.00128157, 0.000946582, 0.000826485, 0.00350559, 0.00727001, 500, 500, 500, 1
fO3_add, 0.00189995, 0.0041432, 0.00789672, 0.00400237, 0.00350656, 1000, 1000, 1000, 1
fO3_add, 0.00608756, 0.00645698, 0.0149472, 0.0127756, 0.00723846, 2000, 2000, 2000, 1
fO3_add, 0.0519682, 0.0668092, 0.0519612, 0.0531342, 0.0550005, 4000, 4000, 4000, 1
fO3_sub, 0.00269711, 0.00015005, 0.00257541, 0.000163834, 0.000147444, 100, 100, 100, 2
fO3_sub, 0.00308506, 0.00395042, 0.000825233, 0.0125249, 0.000843582, 500, 500, 500, 2
fO3_sub, 0.00340237, 0.00451414, 0.00911515, 0.00730952, 0.00197959, 1000, 1000, 1000, 2
fO3_sub, 0.00652524, 0.00637327, 0.00669081, 0.012621, 0.0062496, 2000, 2000, 2000, 2
fO3_sub, 0.0531625, 0.0549893, 0.0531842, 0.0553766, 0.055319, 4000, 4000, 4000, 2
fO3_matmul, 0.00057075, 0.000517037, 0.000625673, 0.0124911, 0.00351956, 100, 100, 100, 3
fO3_matmul, 0.0187652, 0.0246273, 0.0157701, 0.0152146, 0.0167291, 500, 500, 500, 3
fO3_matmul, 0.0820806, 0.0899733, 0.0952191, 0.0923417, 0.0825799, 1000, 1000, 1000, 3
fO3_matmul, 0.661696, 0.632531, 0.66101, 0.729602, 0.670619, 2000, 2000, 2000, 3
fO3_matmul, 5.14717, 5.00946, 5.03577, 5.01008, 5.03093, 4000, 4000, 4000, 3
fO3_scalar, 0.000138592, 0.00424765, 0.000167438, 0.000129796, 0.000148292, 100, 100, 100, 4
fO3_scalar, 0.00082117, 0.000957366, 0.0131053, 0.000857686, 0.000750633, 500, 500, 500, 4
