Config, run1, run2, run3, run4, run5, M, N, R, operation , threads
fO3native_scalar, 0.0172589, 0.0175725, 0.0176515, 0.017845, 0.0173829, 4000, 4000, 4000, 4 , 2
fO3native_transpose, 0.000116627, 0.000119472, 0.000137539, 0.000135318, 0.000173183, 10, 10, 10, 5 , 2
fO3native_transpose, 0.000177329, 0.000151475, 0.000162497, 0.000123989, 0.000129156, 25, 25, 25, 5 , 2
fO3native_transpose, 0.00015168, 0.000126843, 0.000155566, 0.000145788, 0.000156648, 50, 50, 50, 5 , 2
fO3native_transpose, 0.000235438, 0.000170259, 0.000143489, 0.000152332, 0.000161608, 100, 100, 100, 5 , 2
fO3native_transpose, 0.00103102, 0.00105579, 0.00109939, 0.000901962, 0.000877865, 500, 500, 500, 5 , 2
fO3native_transpose, 0.00180063, 0.00154223, 0.00166792, 0.0017162, 0.00172403, 1000, 1000, 1000, 5 , 2
fO3native_transpose, 0.00635, 0.00684269, 0.00626764, 0.00624179, 0.00627254, 2000, 2000, 2000, 5 , 2
fO3native_transpose, 0.0261411, 0.0269998, 0.0272027, 0.0274778, 0.0269588, 4000, 4000, 4000, 5 , 2
fO3native_sub_mul, 0.000126272, 0.000135635, 0.000130098, 0.000114163, 0.000165031, 10, 10, 10, 6 , 2
fO3native_sub_mul, 0.000131731, 0.000133464, 0.0001377, 0.000146294, 0.000158151, 25, 25, 25, 6 , 2
fO3native_sub_mul, 0.000145636, 0.00016373, 0.000135076, 0.000138951, 0.000140514, 50, 50, 50, 6 , 2
fO3native_sub_mul, 0.000236325, 0.000188103, 0.000216961, 0.000196188, 0.000191701, 100, 100, 100, 6 , 2
fO3native_sub_mul, 0.00223429, 0.00215072, 0.00188415, 0.00189892, 0.00188953, 500, 500, 500, 6 , 2
fO3native_sub_mul, 0.00409935, 0.0034437, 0.00387029, 0.0039218, 0.00392017, 1000, 1000, 1000, 6 , 2
fO3native_sub_mul, 0.0115952, 0.0115883, 0.0117369, 0.0118126, 0.0112369, 2000, 2000, 2000, 6 , 2
fO3native_sub_mul, 0.0444167, 0.0470048, 0.0465349, 0.0446483, 0.0462267, 4000, 4000, 4000, 6 , 2
fO3native_add, 0.000172863, 0.000175477, 0.000160554, 0.000173743, 0.000261919, 10, 10, 10, 1 , 4
fO3native_add, 0.000182919, 0.000183369, 0.000169943, 0.00020336, 0.000187686, 25, 25, 25, 1 , 4
fO3native_add, 0.000219128, 0.000201786, 0.000188457, 0.000178644, 0.000217851, 50, 50, 50, 1 , 4
fO3native_add, 0.000214225, 0.000214076, 0.000217391, 0.000218992, 0.000235048, 100, 100, 100, 1 , 4
fO3native_add, 0.0010781, 0.00104003, 0.000951698, 0.001059, 0.000953, 500, 500, 500, 1 , 4
