Config, run1, run2, run3, run4, run5, M, N, R, operation
native_scalar, 0.00221192, 0.00207591, 0.00208147, 0.00207535, 0.00208917, 500, 500, 500, 4
native_scalar, 0.00666327, 0.00660825, 0.00653128, 0.00656725, 0.00659609, 1000, 1000, 1000, 4
native_scalar, 0.0256566, 0.0254351, 0.0254599, 0.0253999, 0.0254243, 2000, 2000, 2000, 4
native_scalar, 0.0994914, 0.0995945, 0.0994782, 0.0995897, 0.0996986, 4000, 4000, 4000, 4
native_transpose, 9.9311e-05, 8.4759e-05, 8.4188e-05, 9.204e-05, 8.3648e-05, 100, 100, 100, 5
native_transpose, 0.00232855, 0.00206061, 0.00205317, 0.00204573, 0.00205194, 500, 500, 500, 5
native_transpose, 0.00642063, 0.00640044, 0.00625998, 0.00639354, 0.00640101, 1000, 1000, 1000, 5
native_transpose, 0.024935, 0.024923, 0.0249291, 0.025076, 0.024955, 2000, 2000, 2000, 5
native_transpose, 0.103935, 0.102525, 0.102562, 0.10256, 0.103277, 4000, 4000, 4000, 5
native_sub_mul, 0.000216951, 0.000208168, 0.000206355, 0.000200847, 0.000200495, 100, 100, 100, 6
native_sub_mul, 0.0055902, 0.00514554, 0.00515209, 0.00517325, 0.00502254, 500, 500, 500, 6
native_sub_mul, 0.0166129, 0.0165552, 0.0165061, 0.0165131, 0.0164733, 1000, 1000, 1000, 6
native_sub_mul, 0.0630431, 0.0630616, 0.0629942, 0.0630127, 0.063207, 2000, 2000, 2000, 6
native_sub_mul, 0.249926, 0.249411, 0.250081, 0.249835, 0.249415, 4000, 4000, 4000, 6
fO3_add, 3.8117e-05, 3.3301e-05, 3.293e-05, 3.2961e-05, 3.3201e-05, 100, 100, 100, 1
fO3_add, 0.000829214, 0.000796193, 0.000757122, 0.000745176, 0.000765806, 500, 500, 500, 1
fO3_add, 0.00156292, 0.00134291, 0.00130991, 0.00130227, 0.00126466, 1000, 1000, 1000, 1
fO3_add, 0.00616963, 0.00611567, 0.00611839, 0.00609762, 0.0061169, 2000, 2000, 2000, 1
fO3_add, 0.0231169, 0.0231082, 0.023119, 0.0231682, 0.0230635, 4000, 4000, 4000, 1
fO3_sub, 3.4783e-05, 3.2841e-05, 3.7086e-05, 3.218e-05, 4.3005e-05, 100, 100, 100, 2
fO3_sub, 0.00083405, 0.000734088, 0.000745335, 0.000743723, 0.000743103, 500, 500, 500, 2
fO3_sub, 0.00152216, 0.00127878, 0.00129831, 0.00124977, 0.00127746, 1000, 1000, 1000, 2
fO3_sub, 0.00613885, 0.00609101, 0.00609836, 0.0061019, 0.00612534, 2000, 2000, 2000, 2
fO3_sub, 0.0231261, 0.0238682, 0.023309, 0.023125, 0.0232129, 4000, 4000, 4000, 2
fO3_matmul, 0.000183098, 0.000179984, 0.000203791, 0.000179564, 0.000179694, 100, 100, 100, 3
fO3_matmul, 0.0172386, 0.016962, 0.0169654, 0.0169837, 0.0170094, 500, 500, 500, 3
fO3_matmul, 0.128869, 0.128626, 0.128722, 0.128604, 0.128632, 1000, 1000, 1000, 3
fO3_matmul, 1.03598, 1.03615, 1.03604, 1.03578, 1.03589, 2000, 2000, 2000, 3
fO3_matmul, 8.27052, 8.27084, 8.27226, 8.26973, 8.2711, 4000, 4000, 4000, 3
fO3_scalar, 4.7492e-05, 3.4934e-05, 3.4273e-05, 3.3781e-05, 3.3432e-05, 100, 100, 100, 4
fO3_scalar, 0.000908965, 0.000818046, 0.000750084, 0.00074163, 0.000739647, 500, 500, 500, 4
fO3_scalar, 0.00139165, 0.00116471, 0.0010995, 0.00106626, 0.00110822, 1000, 1000, 1000, 4
fO3_scalar, 0.00516522, 0.00512332, 0.00511746, 0.00510314, 0.00532107, 2000, 2000, 2000, 4
fO3_scalar, 0.019209, 0.0191059, 0.0191361, 0.0191023, 0.0191026, 4000, 4000, 4000, 4
fO3_transpose, 3.8598e-05, 3.5344e-05, 3.4704e-05, 3.3783e-05, 3.299e-05, 100, 100, 100, 5
fO3_transpose, 0.00100566, 0.000881442, 0.000830905, 0.000811397, 0.000794131, 500, 500, 500, 5
fO3_transpose, 0.00180637, 0.00144388, 0.00144209, 0.00148069, 0.00142974, 1000, 1000, 1000, 5
fO3_transpose, 0.00792456, 0.00782957, 0.00789329, 0.00788937, 0.00785927, 2000, 2000, 2000, 5
fO3_transpose, 0.0391866, 0.0384876, 0.0386799, 0.0382027, 0.038295, 4000, 4000, 4000, 5
fO3_sub_mul, 7.8941e-05, 7.3391e-05, 6.8876e-05, 6.8585e-05, 6.8915e-05, 100, 100, 100, 6
fO3_sub_mul, 0.00215314, 0.00172003, 0.0017459, 0.00173808, 0.00172912, 500, 500, 500, 6
fO3_sub_mul, 0.00363861, 0.00341143, 0.00346116, 0.00342144, 0.00331983, 1000, 1000, 1000, 6
fO3_sub_mul, 0.0127633, 0.0124919, 0.0125075, 0.012446, 0.012465, 2000, 2000, 2000, 6
fO3_sub_mul, 0.0502351, 0.0504097, 0.050834, 0.0508308, 0.0501286, 4000, 4000, 4000, 6
fO3native_add, 3.8459e-05, 3.4072e-05, 3.2641e-05, 8.0483e-05, 3.311e-05, 100, 100, 100, 1
fO3native_add, 0.000835163, 0.000767789, 0.000781982, 0.000765906, 0.000758846, 500, 500, 500, 1
fO3native_add, 0.00156371, 0.00132122, 0.00131551, 0.00128558, 0.00131882, 1000, 1000, 1000, 1
fO3native_add, 0.00608151, 0.00606357, 0.00607454, 0.00602892, 0.00608641, 2000, 2000, 2000, 1
fO3native_add, 0.0229171, 0.0228751, 0.0228816, 0.022926, 0.0228451, 4000, 4000, 4000, 1
fO3native_sub, 3.4211e-05, 3.2551e-05, 3.2851e-05, 3.251e-05, 4.1583e-05, 100, 100, 100, 2
fO3native_sub, 0.000856104, 0.000743933, 0.000736552, 0.000742462, 0.000759017, 500, 500, 500, 2
fO3native_sub, 0.00151921, 0.00126477, 0.00126818, 0.00123474, 0.00129083, 1000, 1000, 1000, 2
fO3native_sub, 0.00608085, 0.00603944, 0.00605912, 0.0060744, 0.00606823, 2000, 2000, 2000, 2
fO3native_sub, 0.022996, 0.0226971, 0.0230464, 0.0229077, 0.0229748, 4000, 4000, 4000, 2
fO3native_matmul, 0.000132742, 0.0001316, 0.000128726, 0.000129647, 0.000138711, 100, 100, 100, 3
fO3native_matmul, 0.0132319, 0.0130244, 0.0129708, 0.0129928, 0.0129715, 500, 500, 500, 3
fO3native_matmul, 0.0975495, 0.0973864, 0.0972459, 0.0973041, 0.097421, 1000, 1000, 1000, 3
fO3native_matmul, 0.77555, 0.774828, 0.775301, 0.774936, 0.776239, 2000, 2000, 2000, 3
fO3native_matmul, 6.08905, 6.08614, 6.08958, 6.08764, 6.08856, 4000, 4000, 4000, 3
fO3native_scalar, 3.9359e-05, 3.4412e-05, 3.271e-05, 3.7517e-05, 3.2119e-05, 100, 100, 100, 4
fO3native_scalar, 0.000880501, 0.000795331, 0.000780419, 0.000759647, 0.000734889, 500, 500, 500, 4
fO3native_scalar, 0.0014512, 0.00109656, 0.00101295, 0.000989386, 0.00103854, 1000, 1000, 1000, 4
fO3native_scalar, 0.00542192, 0.00544522, 0.00526616, 0.00536297, 0.00530367, 2000, 2000, 2000, 4
fO3native_scalar, 0.0203505, 0.020287, 0.0202519, 0.0203701, 0.0203279, 4000, 4000, 4000, 4
fO3native_transpose, 3.927e-05, 3.5233e-05, 3.4152e-05, 3.4333e-05, 3.3641e-05, 100, 100, 100, 5
fO3native_transpose, 0.00107254, 0.000881162, 0.000829142, 0.000798877, 0.00078764, 500, 500, 500, 5
fO3native_transpose, 0.00179902, 0.0014656, 0.0015104, 0.00147195, 0.00149499, 1000, 1000, 1000, 5
fO3native_transpose, 0.00836626, 0.00774978, 0.00782257, 0.00796896, 0.00780321, 2000, 2000, 2000, 5
fO3native_transpose, 0.0387284, 0.0384756, 0.0387879, 0.0381901, 0.0383938, 4000, 4000, 4000, 5
fO3native_sub_mul, 8.8726e-05, 6.8154e-05, 6.7142e-05, 6.6972e-05, 6.6682e-05, 100, 100, 100, 6
fO3native_sub_mul, 0.0023108, 0.00172644, 0.00172664, 0.00173297, 0.00171975, 500, 500, 500, 6
fO3native_sub_mul, 0.00360021, 0.0033495, 0.00335259, 0.00328588, 0.00331825, 1000, 1000, 1000, 6
fO3native_sub_mul, 0.0127942, 0.0127346, 0.0127771, 0.0125797, 0.0125979, 2000, 2000, 2000, 6
fO3native_sub_mul, 0.0511373, 0.0507232, 0.0509331, 0.051307, 0.0508011, 4000, 4000, 4000, 6
